Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[97]     0.0    0.00    0.00  100007         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [97]
-----------------------------------------------
                0.00    0.00  100007/100007      std::vector<int, std::allocator<int> >::vector() [100]
[98]     0.0    0.00    0.00  100007         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [98]
                0.00    0.00  100007/100007      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [95]
-----------------------------------------------
                0.00    0.00  100007/100007      std::vector<int, std::allocator<int> >::~vector() [101]
[99]     0.0    0.00    0.00  100007         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [99]
                0.00    0.00  100007/100046      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [90]
                0.00    0.00  100007/100007      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [96]
-----------------------------------------------
                0.00    0.00       7/100007      __static_initialization_and_destruction_0(int, int) [246]
                0.00    0.00  100000/100007      dispersal(std::vector<double, std::allocator<double> > (&) [1][4], double (&) [1][1], double, int, int, int&, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [30]
[100]    0.0    0.00    0.00  100007         std::vector<int, std::allocator<int> >::vector() [100]
                0.00    0.00  100007/100007      std::_Vector_base<int, std::allocator<int> >::_Vector_base() [98]
-----------------------------------------------
                0.00    0.00       2/100006      __tcf_0 [322]
                0.00    0.00       2/100006      __tcf_1 [323]
                0.00    0.00       2/100006      __tcf_2 [324]
                0.00    0.00  100000/100006      dispersal(std::vector<double, std::allocator<double> > (&) [1][4], double (&) [1][1], double, int, int, int&, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [30]
[101]    0.0    0.00    0.00  100006         std::vector<int, std::allocator<int> >::~vector() [101]
                0.00    0.00  100007/100481      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [83]
                0.00    0.00  100007/100403      void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [86]
                0.00    0.00  100007/100007      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [99]
-----------------------------------------------
                0.00    0.00  100000/100000      shuffle(int*, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [27]
[102]    0.0    0.00    0.00  100000         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [102]
                0.00    0.00  300000/317955      std::remove_reference<int&>::type&& std::move<int&>(int&) [78]
-----------------------------------------------
                0.00    0.00      32/84028       void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [57]
                0.00    0.00   41998/84028       void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [107]
                0.00    0.00   41998/84028       void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [105]
[103]    0.0    0.00    0.00   84028         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [103]
-----------------------------------------------
                0.00    0.00      27/53892       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [62]
                0.00    0.00   17955/53892       void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [60]
                0.00    0.00   17955/53892       void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [116]
                0.00    0.00   17955/53892       void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [115]
[104]    0.0    0.00    0.00   53892         int&& std::forward<int>(std::remove_reference<int>::type&) [104]
-----------------------------------------------
                0.00    0.00   41998/41998       void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [107]
[105]    0.0    0.00    0.00   41998         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [105]
                0.00    0.00   41998/84028       double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [103]
                0.00    0.00   41998/102291      operator new(unsigned long, void*) [82]
-----------------------------------------------
                0.00    0.00   41998/41998       void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [108]
[106]    0.0    0.00    0.00   41998         void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [106]
                0.00    0.00   41998/126026      double&& std::forward<double>(std::remove_reference<double>::type&) [81]
                0.00    0.00   41998/102291      operator new(unsigned long, void*) [82]
-----------------------------------------------
                0.00    0.00      32/41998       void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [57]
                0.00    0.00   41966/41998       std::vector<double, std::allocator<double> >::push_back(double const&) [56]
[107]    0.0    0.00    0.00   41998         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [107]
                0.00    0.00   41998/84028       double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [103]
                0.00    0.00   41998/41998       void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [105]
-----------------------------------------------
                0.00    0.00      32/41998       void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [58]
                0.00    0.00   41966/41998       void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [54]
[108]    0.0    0.00    0.00   41998         void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [108]
                0.00    0.00   41998/126026      double&& std::forward<double>(std::remove_reference<double>::type&) [81]
                0.00    0.00   41998/41998       void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [106]
-----------------------------------------------
                0.00    0.00   41998/41998       std::vector<double, std::allocator<double> >::push_back(double&&) [55]
[109]    0.0    0.00    0.00   41998         std::remove_reference<double&>::type&& std::move<double&>(double&) [109]
-----------------------------------------------
                0.00    0.00    5584/24968       std::vector<double, std::allocator<double> >::begin() [120]
                0.00    0.00    5584/24968       std::vector<double, std::allocator<double> >::end() [119]
                0.00    0.00   13800/24968       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [117]
[110]    0.0    0.00    0.00   24968         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [110]
-----------------------------------------------
                0.00    0.00   20850/20850       mutation(std::vector<double, std::allocator<double> > (&) [1][4], double, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [29]
[111]    0.0    0.00    0.00   20850         ConvertToDec(int (&) [10]) [111]
                0.00    0.00  108363/129213      __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [80]
-----------------------------------------------
                              149421             Bin_recursive(int, int, int (&) [10]) [112]
                0.00    0.00   20850/20850       ConvertToBinary(int, int, int (&) [10]) [113]
[112]    0.0    0.00    0.00   20850+149421  Bin_recursive(int, int, int (&) [10]) [112]
                              149421             Bin_recursive(int, int, int (&) [10]) [112]
-----------------------------------------------
                0.00    0.00   20850/20850       mutation(std::vector<double, std::allocator<double> > (&) [1][4], double, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [29]
[113]    0.0    0.00    0.00   20850         ConvertToBinary(int, int, int (&) [10]) [113]
                0.00    0.00   20850/129213      __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [80]
                0.00    0.00   20850/20850       Bin_recursive(int, int, int (&) [10]) [112]
-----------------------------------------------
                0.00    0.00      64/19576       void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [57]
                0.00    0.00      64/19576       void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [58]
                0.00    0.00     128/19576       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [187]
                0.00    0.00    2760/19576       __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator<double*>(__gnu_cxx::__normal_iterator<double*, __gnu_cxx::__enable_if<std::__are_same<double*, double*>::__value, std::vector<double, std::allocator<double> > >::__type> const&) [125]
                0.00    0.00    5520/19576       bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [127]
                0.00    0.00   11040/19576       double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [118]
[114]    0.0    0.00    0.00   19576         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [114]
-----------------------------------------------
                0.00    0.00   17955/17955       void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [116]
[115]    0.0    0.00    0.00   17955         void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [115]
                0.00    0.00   17955/53892       int&& std::forward<int>(std::remove_reference<int>::type&) [104]
                0.00    0.00   17955/102291      operator new(unsigned long, void*) [82]
-----------------------------------------------
                0.00    0.00      27/17955       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [62]
                0.00    0.00   17928/17955       void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [60]
[116]    0.0    0.00    0.00   17955         void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [116]
                0.00    0.00   17955/53892       int&& std::forward<int>(std::remove_reference<int>::type&) [104]
                0.00    0.00   17955/17955       void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [115]
-----------------------------------------------
                0.00    0.00    2760/13800       removeInd(std::vector<double, std::allocator<double> > (&) [1][4], int, int, std::vector<int, std::allocator<int> > (&) [1][2]) [49]
                0.00    0.00    2760/13800       std::vector<double, std::allocator<double> >::erase(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [132]
                0.00    0.00    2760/13800       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [134]
                0.00    0.00    5520/13800       std::vector<double, std::allocator<double> >::_M_erase(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [133]
[117]    0.0    0.00    0.00   13800         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [117]
                0.00    0.00   13800/24968       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [110]
-----------------------------------------------
                0.00    0.00    2760/11040       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [134]
                0.00    0.00    8280/11040       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [136]
[118]    0.0    0.00    0.00   11040         double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [118]
                0.00    0.00   11040/19576       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [114]
-----------------------------------------------
                0.00    0.00      32/5584        std::vector<double, std::allocator<double> >::push_back(double const&) [56]
                0.00    0.00      32/5584        void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [54]
                0.00    0.00    5520/5584        std::vector<double, std::allocator<double> >::_M_erase(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [133]
[119]    0.0    0.00    0.00    5584         std::vector<double, std::allocator<double> >::end() [119]
                0.00    0.00    5584/24968       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [110]
-----------------------------------------------
                0.00    0.00      32/5584        void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [57]
                0.00    0.00      32/5584        void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [58]
                0.00    0.00    2760/5584        removeInd(std::vector<double, std::allocator<double> > (&) [1][4], int, int, std::vector<int, std::allocator<int> > (&) [1][2]) [49]
                0.00    0.00    2760/5584        std::vector<double, std::allocator<double> >::erase(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [132]
[120]    0.0    0.00    0.00    5584         std::vector<double, std::allocator<double> >::begin() [120]
                0.00    0.00    5584/24968       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [110]
-----------------------------------------------
                0.00    0.00    5520/5520        __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [126]
[121]    0.0    0.00    0.00    5520         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [121]
-----------------------------------------------
                0.00    0.00    5520/5520        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::move<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [137]
[122]    0.0    0.00    0.00    5520         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [122]
-----------------------------------------------
                0.00    0.00    2760/2760        void std::allocator_traits<std::allocator<double> >::destroy<double>(std::allocator<double>&, double*) [130]
[123]    0.0    0.00    0.00    2760         void __gnu_cxx::new_allocator<double>::destroy<double>(double*) [123]
-----------------------------------------------
                0.00    0.00    2760/2760        std::vector<double, std::allocator<double> >::cbegin() const [128]
[124]    0.0    0.00    0.00    2760         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [124]
-----------------------------------------------
                0.00    0.00    2760/2760        removeInd(std::vector<double, std::allocator<double> > (&) [1][4], int, int, std::vector<int, std::allocator<int> > (&) [1][2]) [49]
[125]    0.0    0.00    0.00    2760         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator<double*>(__gnu_cxx::__normal_iterator<double*, __gnu_cxx::__enable_if<std::__are_same<double*, double*>::__value, std::vector<double, std::allocator<double> > >::__type> const&) [125]
                0.00    0.00    2760/19576       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [114]
-----------------------------------------------
                0.00    0.00    2760/2760        std::vector<double, std::allocator<double> >::erase(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [132]
[126]    0.0    0.00    0.00    2760         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [126]
                0.00    0.00    5520/5520        __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [121]
-----------------------------------------------
                0.00    0.00    2760/2760        std::vector<double, std::allocator<double> >::_M_erase(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [133]
[127]    0.0    0.00    0.00    2760         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [127]
                0.00    0.00    5520/19576       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [114]
-----------------------------------------------
                0.00    0.00    2760/2760        std::vector<double, std::allocator<double> >::erase(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [132]
[128]    0.0    0.00    0.00    2760         std::vector<double, std::allocator<double> >::cbegin() const [128]
                0.00    0.00    2760/2760        __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [124]
-----------------------------------------------
                0.00    0.00    2760/2760        double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [135]
[129]    0.0    0.00    0.00    2760         double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [129]
-----------------------------------------------
                0.00    0.00    2760/2760        std::vector<double, std::allocator<double> >::_M_erase(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [133]
[130]    0.0    0.00    0.00    2760         void std::allocator_traits<std::allocator<double> >::destroy<double>(std::allocator<double>&, double*) [130]
                0.00    0.00    2760/2760        void __gnu_cxx::new_allocator<double>::destroy<double>(double*) [123]
-----------------------------------------------
                0.00    0.00    2760/2760        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [21]
[131]    0.0    0.00    0.00    2760         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [131]
-----------------------------------------------
                0.00    0.00    2760/2760        removeInd(std::vector<double, std::allocator<double> > (&) [1][4], int, int, std::vector<int, std::allocator<int> > (&) [1][2]) [49]
[132]    0.0    0.00    0.00    2760         std::vector<double, std::allocator<double> >::erase(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [132]
                0.00    0.00    2760/2760        std::vector<double, std::allocator<double> >::cbegin() const [128]
                0.00    0.00    2760/2760        __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [126]
                0.00    0.00    2760/5584        std::vector<double, std::allocator<double> >::begin() [120]
                0.00    0.00    2760/13800       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [117]
                0.00    0.00    2760/2760        std::vector<double, std::allocator<double> >::_M_erase(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [133]
-----------------------------------------------
                0.00    0.00    2760/2760        std::vector<double, std::allocator<double> >::erase(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [132]
[133]    0.0    0.00    0.00    2760         std::vector<double, std::allocator<double> >::_M_erase(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [133]
                0.00    0.00    5520/5584        std::vector<double, std::allocator<double> >::end() [119]
                0.00    0.00    5520/13800       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [117]
                0.00    0.00    2760/2760        bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [127]
                0.00    0.00    2760/2760        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::move<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [137]
                0.00    0.00    2760/2760        void std::allocator_traits<std::allocator<double> >::destroy<double>(std::allocator<double>&, double*) [130]
-----------------------------------------------
                0.00    0.00    2760/2760        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [136]
[134]    0.0    0.00    0.00    2760         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [134]
                0.00    0.00    2760/11040       double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [118]
                0.00    0.00    2760/13800       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [117]
-----------------------------------------------
                0.00    0.00    2760/2760        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [136]
[135]    0.0    0.00    0.00    2760         double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [135]
                0.00    0.00    2760/2760        double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [129]
-----------------------------------------------
                0.00    0.00    2760/2760        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::move<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [137]
[136]    0.0    0.00    0.00    2760         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [136]
                0.00    0.00    8280/11040       double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [118]
                0.00    0.00    2760/2760        double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [135]
                0.00    0.00    2760/2760        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [134]
-----------------------------------------------
                0.00    0.00    2760/2760        std::vector<double, std::allocator<double> >::_M_erase(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [133]
[137]    0.0    0.00    0.00    2760         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::move<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [137]
                0.00    0.00    5520/5520        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [122]
                0.00    0.00    2760/2760        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [136]
