Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           cellCoords(int (&) [1][2], int, int, int) [226]
                0.00    0.00       1/1           getDistances(double (&) [1][1], int (*) [2], int, int) [227]
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1l> >::count() const [230]
-----------------------------------------------
                0.01    9.71 1000000/1000000     main [1]
[2]     95.0    0.01    9.71 1000000         reproduction(std::vector<double, std::allocator<double> > (&) [1][4], int (&) [1][2], double (&) [1024][2], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
                1.38    7.83 1000000/1005132     calculateInteractions(std::vector<double, std::allocator<double> > (&) [1][4], double (&) [1024][2], int, int, int, std::vector<double, std::allocator<double> > (&) [1][3], int) [3]
                0.25    0.05 1000000/1005232     getCellMass(int, std::vector<double, std::allocator<double> > (&) [1][4]) [14]
                0.00    0.07  117572/117572      mutation(std::vector<double, std::allocator<double> > (&) [1][4], double, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [24]
                0.01    0.06 1000000/2000000     randomIndex(std::vector<double, std::allocator<double> > (&) [1][4], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [20]
                0.00    0.05 1000000/7176744     uniform(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [11]
                0.01    0.01  117572/118620      addInd(std::vector<double, std::allocator<double> > (&) [1][4], int, int, double (&) [1024][2], std::vector<double, std::allocator<double> > (&) [1][3]) [38]
                0.00    0.00 4000000/462867075     std::vector<double, std::allocator<double> >::operator[](unsigned long) [17]
                0.00    0.00 1000000/180906594     std::vector<double, std::allocator<double> >::size() const [21]
-----------------------------------------------
                0.01    0.04    5132/1005132     storeReproduction(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > (&) [1][4], int, double (&) [1024][2]) [22]
                1.38    7.83 1000000/1005132     reproduction(std::vector<double, std::allocator<double> > (&) [1][4], int (&) [1][2], double (&) [1024][2], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
[3]     90.5    1.39    7.87 1005132         calculateInteractions(std::vector<double, std::allocator<double> > (&) [1][4], double (&) [1024][2], int, int, int, std::vector<double, std::allocator<double> > (&) [1][3], int) [3]
                0.93    6.70 91239073/91239073     consumptionRate(double, double, double, double (&) [1024][2], int) [4]
                0.18    0.00 389730486/462867075     std::vector<double, std::allocator<double> >::operator[](unsigned long) [17]
                0.06    0.00 111053101/180906594     std::vector<double, std::allocator<double> >::size() const [21]
                0.01    0.01  972385/183450531     searchRate(double, double, double, double (&) [1024][2]) [6]
                0.00    0.00   32747/32747       getSpeciesCellMass(int, int, std::vector<double, std::allocator<double> > (&) [1][4]) [58]
-----------------------------------------------
                0.93    6.70 91239073/91239073     calculateInteractions(std::vector<double, std::allocator<double> > (&) [1][4], double (&) [1024][2], int, int, int, std::vector<double, std::allocator<double> > (&) [1][3], int) [3]
[4]     74.5    0.93    6.70 91239073         consumptionRate(double, double, double, double (&) [1024][2], int) [4]
                1.41    1.62 182478146/182478146     attackProb(double, double, double (&) [1024][2]) [5]
                1.06    1.08 182478146/183450531     searchRate(double, double, double, double (&) [1024][2]) [6]
                0.68    0.86 91239073/91239073     handlingTime(double, double, double, double (&) [1024][2]) [9]
-----------------------------------------------
                1.41    1.62 182478146/182478146     consumptionRate(double, double, double, double (&) [1024][2], int) [4]
[5]     29.5    1.41    1.62 182478146         attackProb(double, double, double (&) [1024][2]) [5]
                1.26    0.00 364956292/456195365     __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int) [8]
                0.36    0.00 182478146/457167750     __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::exp<int>(int) [10]
-----------------------------------------------
                0.01    0.01  972385/183450531     calculateInteractions(std::vector<double, std::allocator<double> > (&) [1][4], double (&) [1024][2], int, int, int, std::vector<double, std::allocator<double> > (&) [1][3], int) [3]
                1.06    1.08 182478146/183450531     consumptionRate(double, double, double, double (&) [1024][2], int) [4]
[6]     21.1    1.07    1.09 183450531         searchRate(double, double, double, double (&) [1024][2]) [6]
                0.73    0.36 183450531/274689604     arrhenius(double) [7]
-----------------------------------------------
                0.36    0.18 91239073/274689604     handlingTime(double, double, double, double (&) [1024][2]) [9]
                0.73    0.36 183450531/274689604     searchRate(double, double, double, double (&) [1024][2]) [6]
[7]     15.9    1.09    0.54 274689604         arrhenius(double) [7]
                0.54    0.00 274689604/457167750     __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::exp<int>(int) [10]
-----------------------------------------------
                0.31    0.00 91239073/456195365     handlingTime(double, double, double, double (&) [1024][2]) [9]
                1.26    0.00 364956292/456195365     attackProb(double, double, double (&) [1024][2]) [5]
[8]     15.3    1.57    0.00 456195365         __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int) [8]
-----------------------------------------------
                0.68    0.86 91239073/91239073     consumptionRate(double, double, double, double (&) [1024][2], int) [4]
[9]     15.0    0.68    0.86 91239073         handlingTime(double, double, double, double (&) [1024][2]) [9]
                0.36    0.18 91239073/274689604     arrhenius(double) [7]
                0.31    0.00 91239073/456195365     __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int) [8]
-----------------------------------------------
                0.36    0.00 182478146/457167750     attackProb(double, double, double (&) [1024][2]) [5]
                0.54    0.00 274689604/457167750     arrhenius(double) [7]
[10]     8.8    0.90    0.00 457167750         __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::exp<int>(int) [10]
-----------------------------------------------
                0.00    0.00    1024/7176744     createTraits(double (&) [1024][2], std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, double) [59]
                0.00    0.05 1000000/7176744     dispersal(std::vector<double, std::allocator<double> > (&) [1][4], double (&) [1][1], double, int, int, int&, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [26]
                0.00    0.05 1000000/7176744     reproduction(std::vector<double, std::allocator<double> > (&) [1][4], int (&) [1][2], double (&) [1024][2], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
                0.00    0.05 1000000/7176744     kill(std::vector<double, std::allocator<double> > (&) [1][4], double, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [19]
                0.00    0.05 1000000/7176744     immigration(std::vector<double, std::allocator<double> > (&) [1][4], double, int, int, int&, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [27]
                0.00    0.06 1175720/7176744     mutation(std::vector<double, std::allocator<double> > (&) [1][4], double, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [24]
                0.01    0.11 2000000/7176744     randomIndex(std::vector<double, std::allocator<double> > (&) [1][4], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [20]
[11]     3.9    0.02    0.38 7176744         uniform(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [11]
                0.00    0.38 7176744/7176744     double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [12]
                0.00    0.00 7176744/7176744     std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [80]
-----------------------------------------------
                0.00    0.38 7176744/7176744     uniform(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [11]
[12]     3.7    0.00    0.38 7176744         double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [12]
                0.03    0.35 7176744/7176744     double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [13]
-----------------------------------------------
                0.03    0.35 7176744/7176744     double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [12]
[13]     3.7    0.03    0.35 7176744         double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [13]
                0.00    0.30 7176744/7178076     std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [15]
                0.03    0.00 14353488/14353488     std::uniform_real_distribution<double>::param_type::a() const [31]
                0.02    0.00 7176744/7176744     std::uniform_real_distribution<double>::param_type::b() const [39]
                0.00    0.00 7176744/7177768     std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [78]
-----------------------------------------------
                0.00    0.00     100/1005232     storeCellPopSpec(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > (&) [1][3], int, double (&) [1024][2]) [65]
                0.00    0.00    5132/1005232     storeReproduction(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > (&) [1][4], int, double (&) [1024][2]) [22]
                0.25    0.05 1000000/1005232     reproduction(std::vector<double, std::allocator<double> > (&) [1][4], int (&) [1][2], double (&) [1024][2], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
[14]     2.9    0.25    0.05 1005232         getCellMass(int, std::vector<double, std::allocator<double> > (&) [1][4]) [14]
                0.03    0.00 52703258/180906594     std::vector<double, std::allocator<double> >::size() const [21]
                0.02    0.00 51698026/462867075     std::vector<double, std::allocator<double> >::operator[](unsigned long) [17]
-----------------------------------------------
                0.00    0.00    1332/7178076     double std::normal_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::normal_distribution<double>::param_type const&) [62]
                0.00    0.30 7176744/7178076     double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [13]
[15]     2.9    0.00    0.30 7178076         std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [15]
                0.11    0.19 7178076/7178076     double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [16]
-----------------------------------------------
                0.11    0.19 7178076/7178076     std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [15]
[16]     2.9    0.11    0.19 7178076         double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [16]
                0.11    0.07 14356152/15357200     std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [18]
                0.01    0.00 14356152/14356152     std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min() [43]
-----------------------------------------------
                0.00    0.00   20528/462867075     storeCellPopSpec(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > (&) [1][3], int, double (&) [1024][2]) [65]
                0.00    0.00  162514/462867075     calculateTotalPopSpec(std::vector<double, std::allocator<double> > (&) [1][4], std::vector<int, std::allocator<int> > (&) [2]) [60]
                0.00    0.00  464945/462867075     getSpeciesCellMass(int, int, std::vector<double, std::allocator<double> > (&) [1][4]) [58]
                0.00    0.00  805504/462867075     storecellPopInd(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > (&) [1][4], int) [57]
                0.00    0.00 1000000/462867075     kill(std::vector<double, std::allocator<double> > (&) [1][4], double, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [19]
                0.00    0.00 1061149/462867075     addInd(std::vector<double, std::allocator<double> > (&) [1][4], int, int, double (&) [1024][2], std::vector<double, std::allocator<double> > (&) [1][3]) [38]
                0.00    0.00 2032912/462867075     removeInd(std::vector<double, std::allocator<double> > (&) [1][4], int, int, std::vector<double, std::allocator<double> > (&) [1][3]) [28]
                0.00    0.00 4000000/462867075     reproduction(std::vector<double, std::allocator<double> > (&) [1][4], int (&) [1][2], double (&) [1024][2], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
                0.01    0.00 11891011/462867075     storeReproduction(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > (&) [1][4], int, double (&) [1024][2]) [22]
                0.02    0.00 51698026/462867075     getCellMass(int, std::vector<double, std::allocator<double> > (&) [1][4]) [14]
                0.18    0.00 389730486/462867075     calculateInteractions(std::vector<double, std::allocator<double> > (&) [1][4], double (&) [1024][2], int, int, int, std::vector<double, std::allocator<double> > (&) [1][3], int) [3]
[17]     2.1    0.21    0.00 462867075         std::vector<double, std::allocator<double> >::operator[](unsigned long) [17]
-----------------------------------------------
                0.01    0.00 1001048/15357200     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [36]
                0.11    0.07 14356152/15357200     double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [16]
[18]     1.9    0.12    0.07 15357200         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [18]
                0.07    0.00   24611/24611       std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [23]
-----------------------------------------------
                0.03    0.16 1000000/1000000     main [1]
[19]     1.8    0.03    0.16 1000000         kill(std::vector<double, std::allocator<double> > (&) [1][4], double, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [19]
                0.01    0.06 1000000/2000000     randomIndex(std::vector<double, std::allocator<double> > (&) [1][4], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [20]
                0.00    0.05 1000000/7176744     uniform(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [11]
                0.00    0.04  117667/117667      removeInd(std::vector<double, std::allocator<double> > (&) [1][4], int, int, std::vector<double, std::allocator<double> > (&) [1][3]) [28]
                0.00    0.00 1000000/180906594     std::vector<double, std::allocator<double> >::size() const [21]
                0.00    0.00 1000000/462867075     std::vector<double, std::allocator<double> >::operator[](unsigned long) [17]
-----------------------------------------------
                0.01    0.06 1000000/2000000     reproduction(std::vector<double, std::allocator<double> > (&) [1][4], int (&) [1][2], double (&) [1024][2], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
                0.01    0.06 1000000/2000000     kill(std::vector<double, std::allocator<double> > (&) [1][4], double, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [19]
[20]     1.2    0.01    0.11 2000000         randomIndex(std::vector<double, std::allocator<double> > (&) [1][4], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [20]
                0.01    0.11 2000000/7176744     uniform(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [11]
-----------------------------------------------
                0.00    0.00     100/180906594     calculateCellPop(std::vector<double, std::allocator<double> > (&) [1][4], std::vector<int, std::allocator<int> > (&) [2]) [71]
                0.00    0.00     304/180906594     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [70]
                0.00    0.00    5232/180906594     calculateTotalPopSpec(std::vector<double, std::allocator<double> > (&) [1][4], std::vector<int, std::allocator<int> > (&) [2]) [60]
                0.00    0.00    5232/180906594     storeCellPopSpec(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > (&) [1][3], int, double (&) [1024][2]) [65]
                0.00    0.00  201476/180906594     storecellPopInd(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > (&) [1][4], int) [57]
                0.00    0.00  432198/180906594     getSpeciesCellMass(int, int, std::vector<double, std::allocator<double> > (&) [1][4]) [58]
                0.00    0.00  782565/180906594     removeInd(std::vector<double, std::allocator<double> > (&) [1][4], int, int, std::vector<double, std::allocator<double> > (&) [1][3]) [28]
                0.00    0.00  826885/180906594     addInd(std::vector<double, std::allocator<double> > (&) [1][4], int, int, double (&) [1024][2], std::vector<double, std::allocator<double> > (&) [1][3]) [38]
                0.00    0.00 1000000/180906594     dispersal(std::vector<double, std::allocator<double> > (&) [1][4], double (&) [1][1], double, int, int, int&, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [26]
                0.00    0.00 1000000/180906594     reproduction(std::vector<double, std::allocator<double> > (&) [1][4], int (&) [1][2], double (&) [1024][2], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
                0.00    0.00 1000000/180906594     kill(std::vector<double, std::allocator<double> > (&) [1][4], double, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [19]
                0.01    0.00 11896243/180906594     storeReproduction(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > (&) [1][4], int, double (&) [1024][2]) [22]
                0.03    0.00 52703258/180906594     getCellMass(int, std::vector<double, std::allocator<double> > (&) [1][4]) [14]
                0.06    0.00 111053101/180906594     calculateInteractions(std::vector<double, std::allocator<double> > (&) [1][4], double (&) [1024][2], int, int, int, std::vector<double, std::allocator<double> > (&) [1][3], int) [3]
[21]     0.9    0.10    0.00 180906594         std::vector<double, std::allocator<double> >::size() const [21]
-----------------------------------------------
                0.03    0.06     100/100         main [1]
[22]     0.9    0.03    0.06     100         storeReproduction(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > (&) [1][4], int, double (&) [1024][2]) [22]
                0.01    0.04    5132/1005132     calculateInteractions(std::vector<double, std::allocator<double> > (&) [1][4], double (&) [1024][2], int, int, int, std::vector<double, std::allocator<double> > (&) [1][3], int) [3]
                0.01    0.00 11896243/180906594     std::vector<double, std::allocator<double> >::size() const [21]
                0.01    0.00 11891011/462867075     std::vector<double, std::allocator<double> >::operator[](unsigned long) [17]
                0.00    0.00    5132/1005232     getCellMass(int, std::vector<double, std::allocator<double> > (&) [1][4]) [14]
-----------------------------------------------
                0.07    0.00   24611/24611       std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [18]
[23]     0.7    0.07    0.00   24611         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [23]
-----------------------------------------------
                0.00    0.07  117572/117572      reproduction(std::vector<double, std::allocator<double> > (&) [1][4], int (&) [1][2], double (&) [1024][2], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
