Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[81]     0.0    0.00    0.00 3312358         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [81]
-----------------------------------------------
                0.00    0.00   10264/3010264     std::vector<int, std::allocator<int> >::push_back(int&&) [132]
                0.00    0.00 3000000/3010264     std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [104]
[82]     0.0    0.00    0.00 3010264         std::remove_reference<int&>::type&& std::move<int&>(int&) [82]
-----------------------------------------------
                0.00    0.00 2002096/2002096     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [36]
[83]     0.0    0.00    0.00 2002096         std::uniform_int_distribution<int>::param_type::a() const [83]
-----------------------------------------------
                0.00    0.00  472848/1891392     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [48]
                0.00    0.00 1418544/1891392     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [49]
[84]     0.0    0.00    0.00 1891392         double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [84]
                0.00    0.00 1891392/3312358     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [81]
-----------------------------------------------
                0.00    0.00 1001048/1001048     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [36]
[85]     0.0    0.00    0.00 1001048         std::uniform_int_distribution<int>::param_type::b() const [85]
-----------------------------------------------
                0.00    0.00 1001048/1001048     std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [87]
[86]     0.0    0.00    0.00 1001048         std::uniform_int_distribution<int>::param_type::param_type(int, int) [86]
-----------------------------------------------
                0.00    0.00 1001048/1001048     chooseInRange(int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [34]
[87]     0.0    0.00    0.00 1001048         std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [87]
                0.00    0.00 1001048/1001048     std::uniform_int_distribution<int>::param_type::param_type(int, int) [86]
-----------------------------------------------
                0.00    0.00       6/1000439     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [216]
                0.00    0.00      32/1000439     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [199]
                0.00    0.00     396/1000439     std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [143]
                0.00    0.00 1000005/1000439     std::vector<int, std::allocator<int> >::~vector() [103]
[88]     0.0    0.00    0.00 1000439         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [88]
-----------------------------------------------
                0.00    0.00 1000401/1000401     void std::_Destroy<int*>(int*, int*) [90]
[89]     0.0    0.00    0.00 1000401         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [89]
-----------------------------------------------
                0.00    0.00 1000401/1000401     void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [91]
[90]     0.0    0.00    0.00 1000401         void std::_Destroy<int*>(int*, int*) [90]
                0.00    0.00 1000401/1000401     void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [89]
-----------------------------------------------
                0.00    0.00     396/1000401     std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [143]
                0.00    0.00 1000005/1000401     std::vector<int, std::allocator<int> >::~vector() [103]
[91]     0.0    0.00    0.00 1000401         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [91]
                0.00    0.00 1000401/1000401     void std::_Destroy<int*>(int*, int*) [90]
-----------------------------------------------
                0.00    0.00       3/1000024     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [216]
                0.00    0.00      16/1000024     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [199]
                0.00    0.00 1000005/1000024     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [101]
[92]     0.0    0.00    0.00 1000024         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [92]
                0.00    0.00      19/19          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [195]
-----------------------------------------------
                0.00    0.00 1000005/1000005     std::allocator<int>::allocator() [95]
[93]     0.0    0.00    0.00 1000005         __gnu_cxx::new_allocator<int>::new_allocator() [93]
-----------------------------------------------
                0.00    0.00 1000005/1000005     std::allocator<int>::~allocator() [96]
[94]     0.0    0.00    0.00 1000005         __gnu_cxx::new_allocator<int>::~new_allocator() [94]
-----------------------------------------------
                0.00    0.00 1000005/1000005     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [97]
[95]     0.0    0.00    0.00 1000005         std::allocator<int>::allocator() [95]
                0.00    0.00 1000005/1000005     __gnu_cxx::new_allocator<int>::new_allocator() [93]
-----------------------------------------------
                0.00    0.00 1000005/1000005     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [98]
[96]     0.0    0.00    0.00 1000005         std::allocator<int>::~allocator() [96]
                0.00    0.00 1000005/1000005     __gnu_cxx::new_allocator<int>::~new_allocator() [94]
-----------------------------------------------
                0.00    0.00 1000005/1000005     std::_Vector_base<int, std::allocator<int> >::_Vector_base() [100]
[97]     0.0    0.00    0.00 1000005         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [97]
                0.00    0.00 1000005/1000005     std::allocator<int>::allocator() [95]
                0.00    0.00 1000005/1000005     std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [99]
-----------------------------------------------
                0.00    0.00 1000005/1000005     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [101]
[98]     0.0    0.00    0.00 1000005         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [98]
                0.00    0.00 1000005/1000005     std::allocator<int>::~allocator() [96]
-----------------------------------------------
                0.00    0.00 1000005/1000005     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [97]
[99]     0.0    0.00    0.00 1000005         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [99]
-----------------------------------------------
                0.00    0.00 1000005/1000005     std::vector<int, std::allocator<int> >::vector() [102]
[100]    0.0    0.00    0.00 1000005         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [100]
                0.00    0.00 1000005/1000005     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [97]
-----------------------------------------------
                0.00    0.00 1000005/1000005     std::vector<int, std::allocator<int> >::~vector() [103]
[101]    0.0    0.00    0.00 1000005         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [101]
                0.00    0.00 1000005/1000024     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [92]
                0.00    0.00 1000005/1000005     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [98]
-----------------------------------------------
                0.00    0.00       5/1000005     __static_initialization_and_destruction_0(int, int) [229]
                0.00    0.00 1000000/1000005     dispersal(std::vector<double, std::allocator<double> > (&) [1][4], double (&) [1][1], double, int, int, int&, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [26]
[102]    0.0    0.00    0.00 1000005         std::vector<int, std::allocator<int> >::vector() [102]
                0.00    0.00 1000005/1000005     std::_Vector_base<int, std::allocator<int> >::_Vector_base() [100]
-----------------------------------------------
                0.00    0.00       2/1000004     __tcf_0 [309]
                0.00    0.00       2/1000004     __tcf_1 [310]
                0.00    0.00 1000000/1000004     dispersal(std::vector<double, std::allocator<double> > (&) [1][4], double (&) [1][1], double, int, int, int&, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [26]
[103]    0.0    0.00    0.00 1000004         std::vector<int, std::allocator<int> >::~vector() [103]
                0.00    0.00 1000005/1000439     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [88]
                0.00    0.00 1000005/1000401     void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [91]
                0.00    0.00 1000005/1000005     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [101]
-----------------------------------------------
                0.00    0.00 1000000/1000000     shuffle(int*, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [37]
[104]    0.0    0.00    0.00 1000000         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [104]
                0.00    0.00 3000000/3010264     std::remove_reference<int&>::type&& std::move<int&>(int&) [82]
-----------------------------------------------
                0.00    0.00  947108/947108      __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [114]
[105]    0.0    0.00    0.00  947108         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [105]
-----------------------------------------------
                0.00    0.00  945696/945696      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::move<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [50]
[106]    0.0    0.00    0.00  945696         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [106]
-----------------------------------------------
                0.00    0.00      42/717714      void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [67]
                0.00    0.00  239224/717714      void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [41]
                0.00    0.00  239224/717714      void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [45]
                0.00    0.00  239224/717714      void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [44]
[107]    0.0    0.00    0.00  717714         double&& std::forward<double>(std::remove_reference<double>::type&) [107]
-----------------------------------------------
                0.00    0.00  117572/706921      ConvertToBinary(int, int, int (&) [10]) [127]
                0.00    0.00  589349/706921      ConvertToDec(int (&) [10]) [125]
[108]    0.0    0.00    0.00  706921         __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [108]
-----------------------------------------------
                0.00    0.00     201/487921      void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [146]
                0.00    0.00   10264/487921      void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [129]
                0.00    0.00  238232/487921      void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [121]
                0.00    0.00  239224/487921      void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [44]
[109]    0.0    0.00    0.00  487921         operator new(unsigned long, void*) [109]
-----------------------------------------------
                0.00    0.00      34/476498      void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [69]
                0.00    0.00  238232/476498      void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [122]
                0.00    0.00  238232/476498      void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [121]
[110]    0.0    0.00    0.00  476498         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [110]
-----------------------------------------------
                0.00    0.00  473554/473554      void std::allocator_traits<std::allocator<double> >::destroy<double>(std::allocator<double>&, double*) [117]
[111]    0.0    0.00    0.00  473554         void __gnu_cxx::new_allocator<double>::destroy<double>(double*) [111]
-----------------------------------------------
                0.00    0.00  473554/473554      std::vector<double, std::allocator<double> >::cbegin() const [116]
[112]    0.0    0.00    0.00  473554         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [112]
-----------------------------------------------
                0.00    0.00  473554/473554      removeInd(std::vector<double, std::allocator<double> > (&) [1][4], int, int, std::vector<double, std::allocator<double> > (&) [1][3]) [28]
[113]    0.0    0.00    0.00  473554         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator<double*>(__gnu_cxx::__normal_iterator<double*, __gnu_cxx::__enable_if<std::__are_same<double*, double*>::__value, std::vector<double, std::allocator<double> > >::__type> const&) [113]
                0.00    0.00  473554/3312358     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [81]
-----------------------------------------------
                0.00    0.00  473554/473554      std::vector<double, std::allocator<double> >::erase(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [29]
[114]    0.0    0.00    0.00  473554         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [114]
                0.00    0.00  947108/947108      __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [105]
-----------------------------------------------
                0.00    0.00  473554/473554      std::vector<double, std::allocator<double> >::_M_erase(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [33]
[115]    0.0    0.00    0.00  473554         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [115]
                0.00    0.00  947108/3312358     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [81]
-----------------------------------------------
                0.00    0.00  473554/473554      std::vector<double, std::allocator<double> >::erase(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [29]
[116]    0.0    0.00    0.00  473554         std::vector<double, std::allocator<double> >::cbegin() const [116]
                0.00    0.00  473554/473554      __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [112]
-----------------------------------------------
                0.00    0.00  473554/473554      std::vector<double, std::allocator<double> >::_M_erase(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [33]
[117]    0.0    0.00    0.00  473554         void std::allocator_traits<std::allocator<double> >::destroy<double>(std::allocator<double>&, double*) [117]
                0.00    0.00  473554/473554      void __gnu_cxx::new_allocator<double>::destroy<double>(double*) [111]
-----------------------------------------------
                0.00    0.00  472848/472848      double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [119]
[118]    0.0    0.00    0.00  472848         double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [118]
-----------------------------------------------
                0.00    0.00  472848/472848      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [49]
[119]    0.0    0.00    0.00  472848         double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [119]
                0.00    0.00  472848/472848      double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [118]
-----------------------------------------------
                0.00    0.00  239224/239224      std::vector<double, std::allocator<double> >::push_back(double&&) [42]
[120]    0.0    0.00    0.00  239224         std::remove_reference<double&>::type&& std::move<double&>(double&) [120]
-----------------------------------------------
                0.00    0.00  238232/238232      void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [122]
[121]    0.0    0.00    0.00  238232         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [121]
                0.00    0.00  238232/476498      double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [110]
                0.00    0.00  238232/487921      operator new(unsigned long, void*) [109]
-----------------------------------------------
                0.00    0.00      34/238232      void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [69]
                0.00    0.00  238198/238232      std::vector<double, std::allocator<double> >::push_back(double const&) [68]
[122]    0.0    0.00    0.00  238232         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [122]
                0.00    0.00  238232/476498      double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [110]
                0.00    0.00  238232/238232      void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [121]
-----------------------------------------------
                0.00    0.00      76/168222      std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [193]
                0.00    0.00    5332/168222      main [1]
                0.00    0.00    5432/168222      storeVec(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<int, std::allocator<int> >*, int, int) [150]
                0.00    0.00  157382/168222      calculateTotalPopSpec(std::vector<double, std::allocator<double> > (&) [1][4], std::vector<int, std::allocator<int> > (&) [2]) [60]
[123]    0.0    0.00    0.00  168222         std::vector<int, std::allocator<int> >::size() const [123]
-----------------------------------------------
                0.00    0.00    5132/167846      main [1]
                0.00    0.00   10464/167846      storeVec(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<int, std::allocator<int> >*, int, int) [150]
                0.00    0.00  152250/167846      calculateTotalPopSpec(std::vector<double, std::allocator<double> > (&) [1][4], std::vector<int, std::allocator<int> > (&) [2]) [60]
[124]    0.0    0.00    0.00  167846         std::vector<int, std::allocator<int> >::operator[](unsigned long) [124]
-----------------------------------------------
                0.00    0.00  117572/117572      mutation(std::vector<double, std::allocator<double> > (&) [1][4], double, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [24]
[125]    0.0    0.00    0.00  117572         ConvertToDec(int (&) [10]) [125]
                0.00    0.00  589349/706921      __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [108]
-----------------------------------------------
                             1015042             Bin_recursive(int, int, int (&) [10]) [126]
                0.00    0.00  117572/117572      ConvertToBinary(int, int, int (&) [10]) [127]
[126]    0.0    0.00    0.00  117572+1015042 Bin_recursive(int, int, int (&) [10]) [126]
                             1015042             Bin_recursive(int, int, int (&) [10]) [126]
-----------------------------------------------
                0.00    0.00  117572/117572      mutation(std::vector<double, std::allocator<double> > (&) [1][4], double, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [24]
[127]    0.0    0.00    0.00  117572         ConvertToBinary(int, int, int (&) [10]) [127]
                0.00    0.00  117572/706921      __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [108]
                0.00    0.00  117572/117572      Bin_recursive(int, int, int (&) [10]) [126]
-----------------------------------------------
                0.00    0.00      16/30808       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [199]
                0.00    0.00   10264/30808       void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [131]
                0.00    0.00   10264/30808       void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [130]
                0.00    0.00   10264/30808       void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [129]
[128]    0.0    0.00    0.00   30808         int&& std::forward<int>(std::remove_reference<int>::type&) [128]
-----------------------------------------------
                0.00    0.00   10264/10264       void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [130]
[129]    0.0    0.00    0.00   10264         void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [129]
                0.00    0.00   10264/30808       int&& std::forward<int>(std::remove_reference<int>::type&) [128]
                0.00    0.00   10264/487921      operator new(unsigned long, void*) [109]
-----------------------------------------------
                0.00    0.00      16/10264       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [199]
                0.00    0.00   10248/10264       void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [131]
[130]    0.0    0.00    0.00   10264         void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [130]
                0.00    0.00   10264/30808       int&& std::forward<int>(std::remove_reference<int>::type&) [128]
                0.00    0.00   10264/10264       void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [129]
-----------------------------------------------
                0.00    0.00   10264/10264       std::vector<int, std::allocator<int> >::push_back(int&&) [132]
[131]    0.0    0.00    0.00   10264         void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [131]
                0.00    0.00   10264/30808       int&& std::forward<int>(std::remove_reference<int>::type&) [128]
                0.00    0.00   10248/10264       void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [130]
                0.00    0.00      16/19          std::vector<int, std::allocator<int> >::end() [197]
                0.00    0.00      16/16          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [199]
-----------------------------------------------
                0.00    0.00   10264/10264       calculateTotalPopSpec(std::vector<double, std::allocator<double> > (&) [1][4], std::vector<int, std::allocator<int> > (&) [2]) [60]
[132]    0.0    0.00    0.00   10264         std::vector<int, std::allocator<int> >::push_back(int&&) [132]
                0.00    0.00   10264/3010264     std::remove_reference<int&>::type&& std::move<int&>(int&) [82]
                0.00    0.00   10264/10264       void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [131]
-----------------------------------------------
                0.00    0.00    1024/1024        double std::normal_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::normal_distribution<double>::param_type const&) [62]
[133]    0.0    0.00    0.00    1024         std::normal_distribution<double>::param_type::mean() const [133]
-----------------------------------------------
                0.00    0.00    1024/1024        double std::normal_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::normal_distribution<double>::param_type const&) [62]
[134]    0.0    0.00    0.00    1024         std::normal_distribution<double>::param_type::stddev() const [134]
-----------------------------------------------
                0.00    0.00    1024/1024        double std::lognormal_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::lognormal_distribution<double>::param_type const&) [64]
[135]    0.0    0.00    0.00    1024         std::lognormal_distribution<double>::param_type::m() const [135]
-----------------------------------------------
                0.00    0.00    1024/1024        double std::lognormal_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::lognormal_distribution<double>::param_type const&) [64]
[136]    0.0    0.00    0.00    1024         std::lognormal_distribution<double>::param_type::s() const [136]
-----------------------------------------------
